V1,LSOA Code,age,value,sex
3880343,E01006730,20,3,2
3880344,E01006731,20,6,2
3880345,E01006732,20,8,2
3880346,E01006734,20,12,2
3880347,E01006735,20,6,2
3880348,E01006736,20,6,2
3880349,E01006737,20,7,2
3880350,E01006738,20,12,2
3880351,E01006739,20,11,2
3880352,E01006740,20,12,2
3880353,E01006741,20,13,2
3880354,E01006742,20,2,2
3880355,E01006743,20,17,2
3880356,E01006744,20,7,2
3880357,E01006745,20,14,2
3880358,E01006746,20,68,2
3880359,E01006747,20,416,2
3880360,E01006748,20,215,2
3880361,E01006751,20,96,2
3880362,E01006752,20,14,2
3880363,E01006753,20,7,2
3880364,E01006754,20,16,2
3880365,E01006755,20,12,2
3880366,E01006756,20,13,2
3880367,E01006757,20,6,2
3880368,E01006758,20,13,2
3880369,E01006759,20,4,2
3880370,E01006760,20,15,2
3880371,E01006761,20,17,2
3880372,E01006762,20,12,2
3880373,E01006763,20,6,2
3880374,E01006764,20,11,2
3880375,E01006765,20,9,2
3880376,E01006766,20,7,2
3880377,E01006767,20,13,2
3880378,E01006768,20,10,2
3880379,E01006769,20,6,2
3880380,E01006770,20,5,2
3880381,E01006771,20,9,2
3880382,E01006772,20,5,2
3880383,E01006773,20,7,2
3880384,E01006774,20,10,2
3880385,E01006775,20,9,2
3880386,E01006776,20,13,2
3880387,E01006778,20,18,2
3880388,E01006779,20,15,2
3880389,E01006780,20,7,2
3880390,E01006781,20,6,2
3880391,E01006782,20,9,2
3880392,E01006783,20,5,2
3880393,E01006784,20,4,2
3880394,E01006785,20,15,2
3880395,E01006786,20,8,2
3880396,E01006787,20,13,2
3880397,E01006788,20,9,2
3880398,E01006790,20,12,2
3880399,E01006791,20,8,2
3880400,E01006792,20,9,2
3880401,E01006793,20,11,2
3880402,E01006794,20,8,2
3880403,E01006795,20,3,2
3880404,E01006796,20,11,2
3880405,E01006797,20,9,2
3880406,E01006798,20,6,2
3880407,E01006799,20,6,2
3880408,E01006800,20,5,2
3880409,E01006801,20,8,2
3880410,E01032505,20,1,2
3880411,E01032506,20,11,2
3880412,E01032507,20,7,2
3880413,E01032508,20,13,2
3880414,E01032509,20,7,2
3880415,E01032510,20,11,2
3880416,E01032511,20,8,2
3880417,E01033747,20,19,2
3880418,E01033748,20,8,2
3880419,E01033749,20,55,2
3880420,E01033750,20,55,2
3880421,E01033751,20,136,2
3880422,E01033752,20,80,2
3880423,E01033753,20,20,2
3880424,E01033754,20,29,2
3880425,E01033755,20,13,2
3880426,E01033756,20,30,2
3880427,E01033757,20,98,2
3880428,E01033758,20,184,2
3880429,E01033759,20,14,2
3880430,E01033760,20,191,2
3880431,E01033761,20,90,2
3880432,E01033762,20,279,2
3880433,E01033763,20,37,2
3880434,E01033764,20,21,2
3880435,E01033765,20,11,2
3880436,E01033766,20,43,2
3880437,E01033767,20,4,2
3880438,E01033768,20,30,2
3880747,E01007110,20,2,2
3880748,E01007111,20,4,2
3880749,E01007112,20,8,2
3880750,E01007113,20,3,2
3880751,E01007114,20,8,2
3880752,E01007115,20,4,2
3880753,E01007116,20,3,2
3880754,E01007117,20,12,2
3880755,E01007118,20,6,2
3880756,E01007119,20,8,2
3880757,E01007120,20,5,2
3880758,E01007121,20,8,2
3880759,E01007122,20,12,2
3880760,E01007123,20,10,2
3880761,E01007124,20,16,2
3880762,E01007125,20,6,2
3880763,E01007126,20,12,2
3880764,E01007127,20,10,2
3880765,E01007128,20,7,2
3880766,E01007129,20,8,2
3880767,E01007130,20,10,2
3880768,E01007131,20,4,2
3880769,E01007133,20,12,2
3880770,E01007135,20,9,2
3880771,E01007136,20,8,2
3880772,E01007137,20,5,2
3880773,E01007138,20,8,2
3880774,E01007139,20,7,2
3880775,E01007140,20,5,2
3880776,E01007141,20,4,2
3880777,E01007142,20,8,2
3880778,E01007143,20,3,2
3880779,E01007144,20,3,2
3880780,E01007145,20,2,2
3880781,E01007146,20,2,2
3880782,E01007147,20,2,2
3880783,E01007148,20,3,2
3880784,E01007149,20,3,2
3880785,E01007150,20,5,2
3880786,E01007151,20,8,2
3880787,E01007152,20,3,2
3880788,E01007153,20,8,2
3880789,E01007154,20,3,2
3880790,E01007155,20,7,2
3880791,E01007156,20,6,2
3880792,E01007157,20,9,2
3880793,E01007158,20,14,2
3880794,E01007159,20,9,2
3880795,E01007160,20,4,2
3880796,E01007161,20,11,2
3880797,E01007162,20,6,2
3880798,E01007163,20,19,2
3880799,E01007164,20,7,2
3880800,E01007165,20,4,2
3880801,E01007166,20,5,2
3880802,E01007167,20,3,2
3880803,E01007168,20,10,2
3880804,E01007169,20,6,2
3880805,E01007170,20,7,2
3880806,E01007171,20,7,2
3880807,E01007172,20,6,2
3880808,E01007173,20,5,2
3880809,E01007174,20,10,2
3880810,E01007175,20,5,2
3880811,E01007176,20,8,2
3880812,E01007177,20,3,2
3880813,E01007178,20,8,2
3880814,E01007179,20,7,2
3880815,E01007180,20,2,2
3880816,E01007181,20,4,2
3880817,E01007182,20,5,2
3880818,E01007183,20,2,2
3880819,E01007184,20,9,2
3880820,E01007185,20,9,2
3880821,E01007186,20,3,2
3880822,E01007187,20,3,2
3880823,E01007188,20,5,2
3880824,E01007189,20,2,2
3880825,E01007190,20,4,2
3880826,E01007191,20,2,2
3880827,E01007192,20,1,2
3880828,E01007193,20,6,2
3880829,E01007194,20,6,2
3880830,E01007195,20,4,2
3880831,E01007196,20,6,2
3880832,E01007197,20,1,2
3880833,E01007198,20,2,2
3880834,E01007199,20,5,2
3880835,E01007200,20,4,2
3880836,E01007201,20,3,2
3880837,E01007202,20,6,2
3880838,E01007203,20,2,2
3880839,E01007204,20,9,2
3880840,E01007205,20,8,2
3880841,E01007206,20,7,2
3880842,E01007207,20,6,2
3880843,E01007208,20,7,2
3880844,E01007209,20,5,2
3880845,E01007210,20,9,2
3880846,E01007211,20,3,2
3880847,E01007212,20,8,2
3880848,E01007213,20,7,2
3880849,E01007214,20,7,2
3880850,E01007215,20,7,2
3880851,E01007216,20,7,2
3880852,E01007217,20,4,2
3880853,E01007218,20,6,2
3880854,E01007219,20,9,2
3880855,E01007220,20,6,2
3880856,E01007221,20,5,2
3880857,E01007222,20,4,2
3880858,E01007223,20,12,2
3880859,E01007224,20,5,2
3880860,E01007225,20,7,2
3880861,E01007226,20,6,2
3880862,E01007227,20,7,2
3880863,E01007228,20,8,2
3880864,E01007229,20,6,2
3880865,E01007230,20,5,2
3880866,E01007231,20,7,2
3880867,E01007232,20,6,2
3880868,E01007233,20,11,2
3880869,E01007234,20,7,2
3880870,E01007235,20,9,2
3880871,E01007236,20,6,2
3880872,E01007237,20,9,2
3880873,E01007238,20,8,2
3880874,E01007239,20,10,2
3880875,E01007240,20,2,2
3880876,E01007241,20,9,2
3880877,E01007242,20,2,2
3880878,E01007243,20,12,2
3880879,E01007244,20,8,2
3880880,E01007245,20,4,2
3880881,E01007246,20,6,2
3880882,E01007247,20,4,2
3880883,E01007248,20,7,2
3880884,E01007249,20,3,2
3880885,E01007250,20,4,2
3880886,E01007251,20,6,2
3880887,E01007252,20,5,2
3880888,E01007253,20,2,2
3880889,E01007254,20,11,2
3880890,E01007255,20,2,2
3880891,E01007256,20,5,2
3880892,E01007257,20,4,2
3880893,E01007258,20,9,2
3880894,E01007259,20,6,2
3880895,E01007260,20,2,2
3880896,E01007261,20,1,2
3880897,E01007262,20,2,2
3880898,E01007263,20,2,2
3880899,E01007264,20,1,2
3880900,E01007265,20,2,2
3880901,E01007266,20,6,2
3880902,E01007267,20,9,2
3880903,E01007268,20,2,2
3880904,E01007269,20,7,2
3880905,E01007270,20,2,2
3880906,E01007271,20,14,2
3880907,E01007272,20,6,2
3880908,E01007273,20,8,2
3880909,E01007274,20,8,2
3880910,E01007275,20,5,2
3880911,E01007276,20,7,2
3880912,E01007277,20,4,2
3880913,E01007278,20,16,2
3880914,E01007279,20,3,2
3880915,E01007280,20,8,2
3880916,E01007281,20,2,2
3880917,E01007282,20,3,2
3880918,E01007283,20,4,2
3880919,E01007284,20,4,2
3880920,E01007285,20,7,2
3880921,E01007286,20,2,2
3880922,E01007287,20,9,2
3880923,E01007288,20,7,2
3880924,E01007289,20,7,2
3880925,E01007290,20,10,2
3880926,E01007291,20,9,2
3880927,E01007292,20,12,2
3880928,E01007293,20,6,2
3880929,E01007294,20,7,2
3880930,E01007295,20,8,2
3880931,E01007296,20,12,2
3880932,E01007297,20,10,2
3880933,E01007298,20,7,2
3880934,E01007299,20,7,2
3880935,E01007300,20,13,2
3880936,E01007301,20,5,2
3880937,E01007302,20,4,2
3880938,E01007303,20,5,2
3880939,E01007304,20,7,2
3880940,E01007305,20,12,2
3880941,E01007306,20,5,2
3880942,E01007307,20,9,2
3880943,E01007308,20,4,2
3880944,E01007309,20,6,2
3880945,E01007310,20,14,2
3880946,E01007311,20,4,2
3880947,E01007312,20,4,2
3880948,E01007313,20,8,2
3880949,E01007314,20,4,2
3880950,E01007315,20,5,2
3880951,E01007316,20,6,2
3880952,E01032903,20,18,2
3914894,E01006512,21,111,2
3914895,E01006513,21,429,2
3914896,E01006514,21,79,2
3914897,E01006515,21,58,2
3914898,E01006518,21,8,2
3914899,E01006519,21,2,2
3914900,E01006520,21,8,2
3914901,E01006521,21,5,2
3914902,E01006522,21,8,2
3914903,E01006523,21,9,2
3914904,E01006524,21,12,2
3914905,E01006525,21,3,2
3914906,E01006526,21,3,2
3914907,E01006527,21,3,2
3914908,E01006528,21,7,2
3914909,E01006529,21,3,2
3914910,E01006530,21,3,2
3914911,E01006531,21,6,2
3914912,E01006532,21,5,2
3914913,E01006533,21,1,2
3914914,E01006534,21,4,2
3914915,E01006535,21,7,2
3914916,E01006536,21,7,2
3914917,E01006537,21,10,2
3914918,E01006538,21,8,2
3914919,E01006539,21,8,2
3914920,E01006540,21,10,2
3914921,E01006541,21,9,2
3914922,E01006542,21,11,2
3914923,E01006543,21,2,2
3914924,E01006544,21,9,2
3914925,E01006545,21,4,2
3914926,E01006546,21,9,2
3914927,E01006547,21,11,2
3914928,E01006548,21,14,2
3914929,E01006549,21,25,2
3914930,E01006550,21,117,2
3914931,E01006551,21,17,2
3914932,E01006552,21,14,2
3914933,E01006553,21,62,2
3914934,E01006554,21,70,2
3914935,E01006556,21,22,2
3914936,E01006557,21,239,2
3914937,E01006558,21,8,2
3914938,E01006560,21,9,2
3914939,E01006562,21,10,2
3914940,E01006563,21,9,2
3914941,E01006564,21,6,2
3914942,E01006565,21,7,2
3914943,E01006566,21,6,2
3914944,E01006567,21,9,2
3914945,E01006568,21,4,2
3914946,E01006569,21,7,2
3914947,E01006570,21,6,2
3914948,E01006571,21,6,2
3914949,E01006572,21,3,2
3914950,E01006573,21,1,2
3914951,E01006574,21,7,2
3914952,E01006575,21,5,2
3914953,E01006576,21,8,2
3914954,E01006577,21,6,2
3914955,E01006578,21,5,2
3914956,E01006579,21,8,2
3914957,E01006580,21,5,2
3914958,E01006581,21,8,2
3914959,E01006582,21,7,2
3914960,E01006583,21,34,2
3914961,E01006584,21,6,2
3914962,E01006585,21,10,2
3914963,E01006586,21,11,2
3914964,E01006587,21,6,2
3914965,E01006588,21,11,2
3914966,E01006589,21,12,2
3914967,E01006590,21,23,2
3914968,E01006591,21,9,2
3914969,E01006592,21,11,2
3914970,E01006593,21,25,2
3914971,E01006594,21,6,2
3914972,E01006595,21,4,2
3914973,E01006596,21,9,2
3914974,E01006597,21,11,2
3914975,E01006598,21,7,2
3914976,E01006599,21,7,2
3914977,E01006600,21,8,2
3914978,E01006603,21,8,2
3914979,E01006604,21,8,2
3914980,E01006605,21,7,2
3914981,E01006606,21,4,2
3914982,E01006607,21,11,2
3914983,E01006608,21,5,2
3914984,E01006609,21,6,2
3914985,E01006610,21,12,2
3914986,E01006611,21,13,2
3914987,E01006612,21,12,2
3914988,E01006613,21,3,2
3914989,E01006614,21,10,2
3914990,E01006615,21,11,2
3914991,E01006616,21,6,2
3914992,E01006617,21,7,2
3914993,E01006618,21,6,2
3914994,E01006619,21,10,2
3914995,E01006620,21,3,2
3914996,E01006621,21,13,2
3914997,E01006622,21,6,2
3914998,E01006623,21,5,2
3914999,E01006624,21,10,2
3915000,E01006625,21,6,2
3915001,E01006626,21,6,2
3915002,E01006627,21,7,2
3915003,E01006628,21,16,2
3915004,E01006629,21,7,2
3915005,E01006630,21,13,2
3915006,E01006632,21,7,2
3915007,E01006633,21,7,2
3915008,E01006637,21,7,2
3915009,E01006638,21,6,2
3915010,E01006639,21,7,2
3915011,E01006640,21,4,2
3915012,E01006641,21,6,2
3915013,E01006642,21,8,2
3915014,E01006643,21,6,2
3915015,E01006644,21,13,2
3915016,E01006645,21,8,2
3915017,E01006646,21,19,2
3915018,E01006647,21,17,2
3915019,E01006648,21,37,2
3915020,E01006651,21,11,2
3915021,E01006652,21,5,2
3915022,E01006653,21,13,2
3915023,E01006654,21,8,2
3915024,E01006655,21,11,2
3915025,E01006656,21,4,2
3915026,E01006657,21,7,2
3915027,E01006658,21,9,2
3915028,E01006659,21,3,2
3915029,E01006660,21,7,2
3915030,E01006661,21,5,2
3915031,E01006662,21,6,2
3915032,E01006663,21,8,2
3915033,E01006664,21,12,2
3915034,E01006665,21,16,2
3915035,E01006666,21,13,2
3915036,E01006667,21,10,2
3915037,E01006668,21,8,2
3915038,E01006669,21,10,2
3915039,E01006670,21,4,2
3915040,E01006671,21,7,2
3915041,E01006672,21,12,2
3915042,E01006673,21,36,2
3915043,E01006674,21,19,2
3915044,E01006675,21,16,2
3915045,E01006676,21,9,2
3915046,E01006677,21,7,2
3915047,E01006678,21,9,2
3915048,E01006679,21,25,2
3915049,E01006680,21,2,2
3915050,E01006681,21,5,2
3915051,E01006682,21,6,2
3915052,E01006683,21,12,2
3915053,E01006684,21,15,2
3915054,E01006685,21,8,2
3915055,E01006686,21,9,2
3915056,E01006687,21,6,2
3915057,E01006688,21,5,2
3915058,E01006689,21,6,2
3915059,E01006690,21,35,2
3915060,E01006691,21,24,2
3915061,E01006692,21,26,2
3915062,E01006693,21,9,2
3915063,E01006694,21,34,2
3915064,E01006695,21,15,2
3915065,E01006696,21,39,2
3915066,E01006697,21,38,2
3915067,E01006698,21,8,2
3915068,E01006699,21,11,2
3915069,E01006700,21,8,2
3915070,E01006701,21,6,2
3915071,E01006702,21,12,2
3915072,E01006703,21,6,2
3915073,E01006705,21,10,2
3915074,E01006706,21,9,2
3915075,E01006707,21,2,2
3915076,E01006708,21,5,2
3915077,E01006709,21,4,2
3915078,E01006710,21,9,2
3915079,E01006711,21,10,2
3915080,E01006712,21,7,2
3915081,E01006713,21,7,2
3915082,E01006716,21,13,2
3915083,E01006717,21,10,2
3915084,E01006718,21,9,2
3915085,E01006719,21,7,2
3915086,E01006720,21,42,2
3915087,E01006721,21,29,2
3915088,E01006722,21,107,2
3915089,E01006723,21,127,2
3915090,E01006724,21,133,2
3915091,E01006725,21,12,2
3915092,E01006726,21,52,2
3915093,E01006727,21,13,2
3915094,E01006728,21,30,2
3915095,E01006729,21,3,2
3915096,E01006730,21,5,2
3915097,E01006731,21,5,2
3915098,E01006732,21,10,2
3915099,E01006734,21,9,2
3915100,E01006735,21,3,2
3915101,E01006736,21,6,2
3915102,E01006737,21,9,2
3915103,E01006738,21,8,2
3915104,E01006739,21,9,2
3915105,E01006740,21,4,2
3915106,E01006741,21,8,2
3915107,E01006742,21,3,2
3915108,E01006743,21,18,2
3915109,E01006744,21,11,2
3915110,E01006745,21,3,2
3915111,E01006746,21,60,2
3915112,E01006747,21,379,2
3915113,E01006748,21,210,2
3915114,E01006751,21,136,2
3915115,E01006752,21,10,2
3915116,E01006753,21,5,2
3915117,E01006754,21,7,2
3915118,E01006755,21,5,2
3915119,E01006756,21,11,2
3915120,E01006757,21,3,2
3915121,E01006758,21,8,2
3915122,E01006759,21,5,2
3915123,E01006760,21,18,2
3915124,E01006761,21,8,2
3915125,E01006762,21,10,2
3915126,E01006763,21,7,2
3915127,E01006764,21,12,2
3915128,E01006765,21,7,2
3915129,E01006766,21,10,2
3915130,E01006767,21,12,2
3915131,E01006768,21,6,2
3915132,E01006769,21,8,2
3915133,E01006770,21,3,2
3915134,E01006771,21,4,2
3915135,E01006772,21,3,2
3915136,E01006773,21,4,2
3915137,E01006774,21,8,2
3915138,E01006775,21,5,2
3915139,E01006776,21,9,2
3915140,E01006778,21,12,2
3915141,E01006779,21,13,2
3915142,E01006780,21,8,2
3915143,E01006781,21,5,2
3915144,E01006782,21,8,2
3915145,E01006783,21,3,2
3915146,E01006784,21,4,2
3915147,E01006785,21,9,2
3915148,E01006786,21,15,2
3915149,E01006787,21,11,2
3915150,E01006788,21,11,2
3915151,E01006790,21,10,2
3915152,E01006791,21,9,2
3915153,E01006792,21,6,2
3915154,E01006793,21,6,2
3915155,E01006794,21,7,2
3915156,E01006795,21,5,2
3915157,E01006796,21,11,2
3915158,E01006797,21,6,2
3915159,E01006798,21,5,2
3915160,E01006799,21,5,2
3915161,E01006800,21,2,2
3915162,E01006801,21,10,2
3915163,E01032505,21,8,2
3915164,E01032506,21,7,2
3915165,E01032507,21,7,2
3915166,E01032508,21,14,2
3915167,E01032509,21,4,2
3915168,E01032510,21,10,2
3915169,E01032511,21,6,2
3915170,E01033747,21,13,2
3915171,E01033748,21,12,2
3915172,E01033749,21,2,2
3915173,E01033750,21,65,2
3915174,E01033751,21,90,2
3915175,E01033752,21,68,2
3915176,E01033753,21,8,2
3915177,E01033754,21,36,2
3915178,E01033755,21,24,2
3915179,E01033756,21,30,2
3915180,E01033757,21,118,2
3915181,E01033758,21,231,2
3915182,E01033759,21,12,2
3915183,E01033760,21,188,2
3915184,E01033761,21,74,2
3915185,E01033762,21,186,2
3915186,E01033763,21,43,2
3915187,E01033764,21,10,2
3915188,E01033765,21,8,2
3915189,E01033766,21,24,2
3915190,E01033767,21,7,2
3915191,E01033768,21,13,2
3915500,E01007110,21,4,2
3915501,E01007111,21,4,2
3915502,E01007112,21,5,2
3915503,E01007113,21,8,2
3915504,E01007114,21,7,2
3915505,E01007115,21,6,2
3915506,E01007116,21,3,2
3915507,E01007117,21,6,2
3915508,E01007118,21,6,2
3915509,E01007119,21,7,2
3915510,E01007120,21,7,2
3915511,E01007121,21,8,2
3915512,E01007122,21,11,2
3915513,E01007123,21,13,2
3915514,E01007124,21,9,2
3915515,E01007125,21,8,2
3915516,E01007126,21,12,2
3915517,E01007127,21,7,2
3915518,E01007128,21,9,2
3915519,E01007129,21,9,2
3915520,E01007130,21,7,2
3915521,E01007131,21,6,2
3915522,E01007133,21,6,2
3915523,E01007135,21,5,2
3915524,E01007136,21,6,2
3915525,E01007137,21,5,2
3915526,E01007138,21,9,2
3915527,E01007139,21,11,2
3915528,E01007140,21,5,2
3915529,E01007141,21,7,2
3915530,E01007142,21,14,2
3915531,E01007143,21,11,2
3915532,E01007144,21,4,2
3915533,E01007145,21,1,2
3915534,E01007146,21,2,2
3915535,E01007147,21,1,2
3915536,E01007148,21,8,2
3915537,E01007149,21,1,2
3915538,E01007150,21,4,2
3915539,E01007151,21,8,2
3915540,E01007152,21,7,2
3915541,E01007153,21,7,2
3915542,E01007154,21,5,2
3915543,E01007155,21,15,2
3915544,E01007156,21,3,2
3915545,E01007157,21,9,2
3915546,E01007158,21,4,2
3915547,E01007159,21,9,2
3915548,E01007160,21,4,2
3915549,E01007161,21,12,2
3915550,E01007162,21,8,2
3915551,E01007163,21,12,2
3915552,E01007164,21,7,2
3915553,E01007165,21,6,2
3915554,E01007166,21,2,2
3915555,E01007167,21,9,2
3915556,E01007168,21,5,2
3915557,E01007169,21,4,2
3915558,E01007170,21,7,2
3915559,E01007171,21,4,2
3915560,E01007172,21,4,2
3915561,E01007173,21,8,2
3915562,E01007174,21,8,2
3915563,E01007175,21,10,2
3915564,E01007176,21,10,2
3915565,E01007177,21,4,2
3915566,E01007178,21,10,2
3915567,E01007179,21,10,2
3915568,E01007180,21,4,2
3915569,E01007181,21,2,2
3915570,E01007182,21,5,2
3915571,E01007183,21,5,2
3915572,E01007184,21,7,2
3915573,E01007185,21,7,2
3915574,E01007186,21,6,2
3915575,E01007187,21,4,2
3915576,E01007188,21,3,2
3915577,E01007189,21,0,2
3915578,E01007190,21,2,2
3915579,E01007191,21,1,2
3915580,E01007192,21,2,2
3915581,E01007193,21,7,2
3915582,E01007194,21,9,2
3915583,E01007195,21,5,2
3915584,E01007196,21,8,2
3915585,E01007197,21,3,2
3915586,E01007198,21,6,2
3915587,E01007199,21,2,2
3915588,E01007200,21,6,2
3915589,E01007201,21,3,2
3915590,E01007202,21,5,2
3915591,E01007203,21,13,2
3915592,E01007204,21,7,2
3915593,E01007205,21,7,2
3915594,E01007206,21,9,2
3915595,E01007207,21,3,2
3915596,E01007208,21,2,2
3915597,E01007209,21,3,2
3915598,E01007210,21,9,2
3915599,E01007211,21,4,2
3915600,E01007212,21,8,2
3915601,E01007213,21,7,2
3915602,E01007214,21,8,2
3915603,E01007215,21,12,2
3915604,E01007216,21,7,2
3915605,E01007217,21,10,2
3915606,E01007218,21,5,2
3915607,E01007219,21,7,2
3915608,E01007220,21,15,2
3915609,E01007221,21,4,2
3915610,E01007222,21,2,2
3915611,E01007223,21,9,2
3915612,E01007224,21,9,2
3915613,E01007225,21,11,2
3915614,E01007226,21,2,2
3915615,E01007227,21,4,2
3915616,E01007228,21,7,2
3915617,E01007229,21,8,2
3915618,E01007230,21,7,2
3915619,E01007231,21,7,2
3915620,E01007232,21,7,2
3915621,E01007233,21,14,2
3915622,E01007234,21,9,2
3915623,E01007235,21,2,2
3915624,E01007236,21,6,2
3915625,E01007237,21,9,2
3915626,E01007238,21,4,2
3915627,E01007239,21,6,2
3915628,E01007240,21,3,2
3915629,E01007241,21,6,2
3915630,E01007242,21,2,2
3915631,E01007243,21,9,2
3915632,E01007244,21,8,2
3915633,E01007245,21,5,2
3915634,E01007246,21,5,2
3915635,E01007247,21,8,2
3915636,E01007248,21,11,2
3915637,E01007249,21,5,2
3915638,E01007250,21,6,2
3915639,E01007251,21,4,2
3915640,E01007252,21,5,2
3915641,E01007253,21,2,2
3915642,E01007254,21,10,2
3915643,E01007255,21,9,2
3915644,E01007256,21,7,2
3915645,E01007257,21,6,2
3915646,E01007258,21,5,2
3915647,E01007259,21,3,2
3915648,E01007260,21,2,2
3915649,E01007261,21,2,2
3915650,E01007262,21,3,2
3915651,E01007263,21,3,2
3915652,E01007264,21,4,2
3915653,E01007265,21,3,2
3915654,E01007266,21,4,2
3915655,E01007267,21,4,2
3915656,E01007268,21,2,2
3915657,E01007269,21,13,2
3915658,E01007270,21,5,2
3915659,E01007271,21,7,2
3915660,E01007272,21,6,2
3915661,E01007273,21,8,2
3915662,E01007274,21,8,2
3915663,E01007275,21,6,2
3915664,E01007276,21,6,2
3915665,E01007277,21,16,2
3915666,E01007278,21,7,2
3915667,E01007279,21,7,2
3915668,E01007280,21,8,2
3915669,E01007281,21,3,2
3915670,E01007282,21,9,2
3915671,E01007283,21,5,2
3915672,E01007284,21,6,2
3915673,E01007285,21,3,2
3915674,E01007286,21,4,2
3915675,E01007287,21,5,2
3915676,E01007288,21,13,2
3915677,E01007289,21,7,2
3915678,E01007290,21,15,2
3915679,E01007291,21,9,2
3915680,E01007292,21,7,2
3915681,E01007293,21,11,2
3915682,E01007294,21,10,2
3915683,E01007295,21,12,2
3915684,E01007296,21,10,2
3915685,E01007297,21,10,2
3915686,E01007298,21,8,2
3915687,E01007299,21,5,2
3915688,E01007300,21,12,2
3915689,E01007301,21,4,2
3915690,E01007302,21,9,2
3915691,E01007303,21,7,2
3915692,E01007304,21,5,2
3915693,E01007305,21,5,2
3915694,E01007306,21,5,2
3915695,E01007307,21,8,2
3915696,E01007308,21,3,2
3915697,E01007309,21,5,2
3915698,E01007310,21,3,2
3915699,E01007311,21,6,2
3915700,E01007312,21,4,2
3915701,E01007313,21,8,2
3915702,E01007314,21,4,2
3915703,E01007315,21,9,2
3915704,E01007316,21,11,2
3915705,E01032903,21,13,2
3949647,E01006512,22,95,2
3949648,E01006513,22,288,2
3949649,E01006514,22,97,2
3949650,E01006515,22,55,2
3949651,E01006518,22,6,2
3949652,E01006519,22,2,2
3949653,E01006520,22,11,2
3949654,E01006521,22,7,2
3949655,E01006522,22,7,2
3949656,E01006523,22,8,2
3949657,E01006524,22,7,2
3949658,E01006525,22,3,2
3949659,E01006526,22,1,2
3949660,E01006527,22,4,2
3949661,E01006528,22,8,2
3949662,E01006529,22,7,2
3949663,E01006530,22,2,2
3949664,E01006531,22,4,2
3949665,E01006532,22,7,2
3949666,E01006533,22,3,2
3949667,E01006534,22,4,2
3949668,E01006535,22,6,2
3949669,E01006536,22,10,2
3949670,E01006537,22,20,2
3949671,E01006538,22,4,2
3949672,E01006539,22,4,2
3949673,E01006540,22,14,2
3949674,E01006541,22,9,2
3949675,E01006542,22,9,2
3949676,E01006543,22,3,2
3949677,E01006544,22,12,2
3949678,E01006545,22,9,2
3949679,E01006546,22,12,2
3949680,E01006547,22,16,2
3949681,E01006548,22,15,2
3949682,E01006549,22,20,2
3949683,E01006550,22,70,2
3949684,E01006551,22,8,2
3949685,E01006552,22,18,2
3949686,E01006553,22,44,2
3949687,E01006554,22,50,2
3949688,E01006556,22,18,2
3949689,E01006557,22,142,2
3949690,E01006558,22,8,2
3949691,E01006560,22,9,2
3949692,E01006562,22,9,2
3949693,E01006563,22,5,2
3949694,E01006564,22,6,2
3949695,E01006565,22,7,2
3949696,E01006566,22,7,2
3949697,E01006567,22,7,2
3949698,E01006568,22,8,2
3949699,E01006569,22,8,2
3949700,E01006570,22,7,2
3949701,E01006571,22,6,2
3949702,E01006572,22,4,2
3949703,E01006573,22,6,2
3949704,E01006574,22,8,2
3949705,E01006575,22,8,2
3949706,E01006576,22,12,2
3949707,E01006577,22,3,2
3949708,E01006578,22,7,2
3949709,E01006579,22,3,2
3949710,E01006580,22,4,2
3949711,E01006581,22,9,2
3949712,E01006582,22,7,2
3949713,E01006583,22,19,2
3949714,E01006584,22,5,2
3949715,E01006585,22,6,2
3949716,E01006586,22,4,2
3949717,E01006587,22,5,2
3949718,E01006588,22,16,2
3949719,E01006589,22,5,2
3949720,E01006590,22,13,2
3949721,E01006591,22,4,2
3949722,E01006592,22,10,2
3949723,E01006593,22,13,2
3949724,E01006594,22,5,2
3949725,E01006595,22,4,2
3949726,E01006596,22,7,2
3949727,E01006597,22,6,2
3949728,E01006598,22,12,2
3949729,E01006599,22,14,2
3949730,E01006600,22,7,2
3949731,E01006603,22,6,2
3949732,E01006604,22,7,2
3949733,E01006605,22,9,2
3949734,E01006606,22,5,2
3949735,E01006607,22,6,2
3949736,E01006608,22,5,2
3949737,E01006609,22,2,2
3949738,E01006610,22,7,2
3949739,E01006611,22,10,2
3949740,E01006612,22,6,2
3949741,E01006613,22,7,2
3949742,E01006614,22,9,2
3949743,E01006615,22,9,2
3949744,E01006616,22,5,2
3949745,E01006617,22,7,2
3949746,E01006618,22,7,2
3949747,E01006619,22,16,2
3949748,E01006620,22,3,2
3949749,E01006621,22,11,2
3949750,E01006622,22,5,2
3949751,E01006623,22,5,2
3949752,E01006624,22,6,2
3949753,E01006625,22,5,2
3949754,E01006626,22,3,2
3949755,E01006627,22,11,2
3949756,E01006628,22,25,2
3949757,E01006629,22,9,2
3949758,E01006630,22,11,2
3949759,E01006632,22,13,2
3949760,E01006633,22,5,2
3949761,E01006637,22,9,2
3949762,E01006638,22,3,2
3949763,E01006639,22,10,2
3949764,E01006640,22,9,2
3949765,E01006641,22,7,2
3949766,E01006642,22,10,2
3949767,E01006643,22,13,2
3949768,E01006644,22,8,2
3949769,E01006645,22,10,2
3949770,E01006646,22,13,2
3949771,E01006647,22,6,2
3949772,E01006648,22,25,2
