V1,lsoa11,sex,year,an_pop,age_group,age_cat,age_group2,an_pop2
1992065,E01006580,1,2018,25,"[20,25]",20,"[15,25]",25
1992066,E01006580,1,2018,28,"[20,25]",25,"[15,25]",28
1992067,E01006580,1,2018,28,,30,,28
1992068,E01006580,1,2018,29,,35,,29
1992069,E01006580,1,2018,37,,40,,37
1992070,E01006580,1,2018,46,,45,,46
1992071,E01006580,1,2018,43,,50,,43
1992072,E01006580,1,2018,52,,55,,52
1992073,E01006580,1,2018,49,,60,,49
1992074,E01006580,1,2018,36,,65,,36
1992075,E01006580,1,2018,25,,70,,25
1992076,E01006580,1,2018,28,,75,,28
1992077,E01006580,1,2018,17,,80,,17
1992078,E01006580,1,2018,14,,85,,14
1992079,E01006581,1,2018,74,"[0,10)",0,"[0,15)",74
1992080,E01006581,1,2018,51,"[0,10)",5,"[0,15)",51
1992081,E01006581,1,2018,25,"[10,15)",10,"[0,15)",25
1992082,E01006581,1,2018,59,"[15,20)",15,"[15,25]",59
1992083,E01006581,1,2018,57,"[20,25]",20,"[15,25]",57
1992084,E01006581,1,2018,38,"[20,25]",25,"[15,25]",38
1992085,E01006581,1,2018,30,,30,,30
1992086,E01006581,1,2018,39,,35,,39
1992087,E01006581,1,2018,37,,40,,37
1992088,E01006581,1,2018,57,,45,,57
1992089,E01006581,1,2018,62,,50,,62
1992090,E01006581,1,2018,41,,55,,41
1992091,E01006581,1,2018,39,,60,,39
1992092,E01006581,1,2018,40,,65,,40
1992093,E01006581,1,2018,45,,70,,45
1992094,E01006581,1,2018,34,,75,,34
1992095,E01006581,1,2018,24,,80,,24
1992096,E01006581,1,2018,13,,85,,13
1992097,E01006582,1,2018,39,"[0,10)",0,"[0,15)",39
1992098,E01006582,1,2018,55,"[0,10)",5,"[0,15)",55
1992099,E01006582,1,2018,49,"[10,15)",10,"[0,15)",49
1992100,E01006582,1,2018,45,"[15,20)",15,"[15,25]",45
1992101,E01006582,1,2018,54,"[20,25]",20,"[15,25]",54
1992102,E01006582,1,2018,50,"[20,25]",25,"[15,25]",50
1992103,E01006582,1,2018,38,,30,,38
1992104,E01006582,1,2018,37,,35,,37
1992105,E01006582,1,2018,38,,40,,38
1992106,E01006582,1,2018,66,,45,,66
1992107,E01006582,1,2018,76,,50,,76
1992108,E01006582,1,2018,63,,55,,63
1992109,E01006582,1,2018,32,,60,,32
1992110,E01006582,1,2018,54,,65,,54
1992111,E01006582,1,2018,34,,70,,34
1992112,E01006582,1,2018,18,,75,,18
1992113,E01006582,1,2018,23,,80,,23
1992114,E01006582,1,2018,17,,85,,17
1992115,E01006583,1,2018,29,"[0,10)",0,"[0,15)",29
1992116,E01006583,1,2018,33,"[0,10)",5,"[0,15)",33
1992117,E01006583,1,2018,54,"[10,15)",10,"[0,15)",54
1992118,E01006583,1,2018,108,"[15,20)",15,"[15,25]",108
1992119,E01006583,1,2018,91,"[20,25]",20,"[15,25]",91
1992120,E01006583,1,2018,33,"[20,25]",25,"[15,25]",33
1992121,E01006583,1,2018,11,,30,,11
1992122,E01006583,1,2018,36,,35,,36
1992123,E01006583,1,2018,28,,40,,28
1992124,E01006583,1,2018,57,,45,,57
1992125,E01006583,1,2018,40,,50,,40
1992126,E01006583,1,2018,40,,55,,40
1992127,E01006583,1,2018,62,,60,,62
1992128,E01006583,1,2018,41,,65,,41
1992129,E01006583,1,2018,45,,70,,45
1992130,E01006583,1,2018,22,,75,,22
1992131,E01006583,1,2018,12,,80,,12
1992132,E01006583,1,2018,17,,85,,17
1992133,E01006584,1,2018,40,"[0,10)",0,"[0,15)",40
1992134,E01006584,1,2018,36,"[0,10)",5,"[0,15)",36
1992135,E01006584,1,2018,31,"[10,15)",10,"[0,15)",31
1992136,E01006584,1,2018,43,"[15,20)",15,"[15,25]",43
1992137,E01006584,1,2018,37,"[20,25]",20,"[15,25]",37
1992138,E01006584,1,2018,41,"[20,25]",25,"[15,25]",41
1992139,E01006584,1,2018,63,,30,,63
1992140,E01006584,1,2018,50,,35,,50
1992141,E01006584,1,2018,48,,40,,48
1992142,E01006584,1,2018,44,,45,,44
1992143,E01006584,1,2018,37,,50,,37
1992144,E01006584,1,2018,53,,55,,53
1992145,E01006584,1,2018,39,,60,,39
1992146,E01006584,1,2018,47,,65,,47
1992147,E01006584,1,2018,61,,70,,61
1992148,E01006584,1,2018,17,,75,,17
1992149,E01006584,1,2018,14,,80,,14
1992150,E01006584,1,2018,7,,85,,7
1992151,E01006585,1,2018,44,"[0,10)",0,"[0,15)",44
1992152,E01006585,1,2018,43,"[0,10)",5,"[0,15)",43
1992153,E01006585,1,2018,35,"[10,15)",10,"[0,15)",35
1992154,E01006585,1,2018,37,"[15,20)",15,"[15,25]",37
1992155,E01006585,1,2018,33,"[20,25]",20,"[15,25]",33
1992156,E01006585,1,2018,32,"[20,25]",25,"[15,25]",32
1992157,E01006585,1,2018,36,,30,,36
1992158,E01006585,1,2018,25,,35,,25
1992159,E01006585,1,2018,32,,40,,32
1992160,E01006585,1,2018,48,,45,,48
1992161,E01006585,1,2018,44,,50,,44
1992162,E01006585,1,2018,71,,55,,71
1992163,E01006585,1,2018,34,,60,,34
1992164,E01006585,1,2018,37,,65,,37
1992165,E01006585,1,2018,32,,70,,32
1992166,E01006585,1,2018,21,,75,,21
1992167,E01006585,1,2018,20,,80,,20
1992168,E01006585,1,2018,8,,85,,8
1992169,E01006586,1,2018,50,"[0,10)",0,"[0,15)",50
1992170,E01006586,1,2018,51,"[0,10)",5,"[0,15)",51
1992171,E01006586,1,2018,45,"[10,15)",10,"[0,15)",45
1992172,E01006586,1,2018,37,"[15,20)",15,"[15,25]",37
1992173,E01006586,1,2018,49,"[20,25]",20,"[15,25]",49
1992174,E01006586,1,2018,106,"[20,25]",25,"[15,25]",106
1992175,E01006586,1,2018,87,,30,,87
1992176,E01006586,1,2018,63,,35,,63
1992177,E01006586,1,2018,58,,40,,58
1992178,E01006586,1,2018,75,,45,,75
1992179,E01006586,1,2018,61,,50,,61
1992180,E01006586,1,2018,55,,55,,55
1992181,E01006586,1,2018,63,,60,,63
1992182,E01006586,1,2018,51,,65,,51
1992183,E01006586,1,2018,41,,70,,41
1992184,E01006586,1,2018,31,,75,,31
1992185,E01006586,1,2018,12,,80,,12
1992186,E01006586,1,2018,9,,85,,9
1992187,E01006587,1,2018,38,"[0,10)",0,"[0,15)",38
1992188,E01006587,1,2018,45,"[0,10)",5,"[0,15)",45
1992189,E01006587,1,2018,57,"[10,15)",10,"[0,15)",57
1992190,E01006587,1,2018,35,"[15,20)",15,"[15,25]",35
1992191,E01006587,1,2018,39,"[20,25]",20,"[15,25]",39
1992192,E01006587,1,2018,61,"[20,25]",25,"[15,25]",61
1992193,E01006587,1,2018,71,,30,,71
1992194,E01006587,1,2018,50,,35,,50
1992195,E01006587,1,2018,60,,40,,60
1992196,E01006587,1,2018,63,,45,,63
1992197,E01006587,1,2018,56,,50,,56
1992198,E01006587,1,2018,55,,55,,55
1992199,E01006587,1,2018,68,,60,,68
1992200,E01006587,1,2018,38,,65,,38
1992201,E01006587,1,2018,51,,70,,51
1992202,E01006587,1,2018,25,,75,,25
1992203,E01006587,1,2018,12,,80,,12
1992204,E01006587,1,2018,7,,85,,7
1992205,E01006588,1,2018,52,"[0,10)",0,"[0,15)",52
1992206,E01006588,1,2018,24,"[0,10)",5,"[0,15)",24
1992207,E01006588,1,2018,22,"[10,15)",10,"[0,15)",22
1992208,E01006588,1,2018,48,"[15,20)",15,"[15,25]",48
1992209,E01006588,1,2018,60,"[20,25]",20,"[15,25]",60
1992210,E01006588,1,2018,76,"[20,25]",25,"[15,25]",76
1992211,E01006588,1,2018,65,,30,,65
1992212,E01006588,1,2018,57,,35,,57
1992213,E01006588,1,2018,78,,40,,78
1992214,E01006588,1,2018,31,,45,,31
1992215,E01006588,1,2018,47,,50,,47
1992216,E01006588,1,2018,42,,55,,42
1992217,E01006588,1,2018,41,,60,,41
1992218,E01006588,1,2018,26,,65,,26
1992219,E01006588,1,2018,26,,70,,26
1992220,E01006588,1,2018,19,,75,,19
1992221,E01006588,1,2018,18,,80,,18
1992222,E01006588,1,2018,9,,85,,9
1992223,E01006589,1,2018,47,"[0,10)",0,"[0,15)",47
1992224,E01006589,1,2018,54,"[0,10)",5,"[0,15)",54
1992225,E01006589,1,2018,51,"[10,15)",10,"[0,15)",51
1992226,E01006589,1,2018,32,"[15,20)",15,"[15,25]",32
1992227,E01006589,1,2018,41,"[20,25]",20,"[15,25]",41
1992228,E01006589,1,2018,41,"[20,25]",25,"[15,25]",41
1992229,E01006589,1,2018,37,,30,,37
1992230,E01006589,1,2018,62,,35,,62
1992231,E01006589,1,2018,27,,40,,27
1992232,E01006589,1,2018,57,,45,,57
1992233,E01006589,1,2018,37,,50,,37
1992234,E01006589,1,2018,58,,55,,58
1992235,E01006589,1,2018,54,,60,,54
1992236,E01006589,1,2018,54,,65,,54
1992237,E01006589,1,2018,27,,70,,27
1992238,E01006589,1,2018,15,,75,,15
1992239,E01006589,1,2018,25,,80,,25
1992240,E01006589,1,2018,11,,85,,11
1992241,E01006590,1,2018,50,"[0,10)",0,"[0,15)",50
1992242,E01006590,1,2018,72,"[0,10)",5,"[0,15)",72
1992243,E01006590,1,2018,29,"[10,15)",10,"[0,15)",29
1992244,E01006590,1,2018,45,"[15,20)",15,"[15,25]",45
1992245,E01006590,1,2018,102,"[20,25]",20,"[15,25]",102
1992246,E01006590,1,2018,80,"[20,25]",25,"[15,25]",80
1992247,E01006590,1,2018,84,,30,,84
1992248,E01006590,1,2018,77,,35,,77
1992249,E01006590,1,2018,49,,40,,49
1992250,E01006590,1,2018,50,,45,,50
1992251,E01006590,1,2018,59,,50,,59
1992252,E01006590,1,2018,34,,55,,34
1992253,E01006590,1,2018,38,,60,,38
1992254,E01006590,1,2018,30,,65,,30
1992255,E01006590,1,2018,20,,70,,20
1992256,E01006590,1,2018,18,,75,,18
1992257,E01006590,1,2018,14,,80,,14
1992258,E01006590,1,2018,12,,85,,12
1992259,E01006591,1,2018,48,"[0,10)",0,"[0,15)",48
1992260,E01006591,1,2018,28,"[0,10)",5,"[0,15)",28
1992261,E01006591,1,2018,56,"[10,15)",10,"[0,15)",56
1992262,E01006591,1,2018,39,"[15,20)",15,"[15,25]",39
1992263,E01006591,1,2018,60,"[20,25]",20,"[15,25]",60
1992264,E01006591,1,2018,78,"[20,25]",25,"[15,25]",78
1992265,E01006591,1,2018,77,,30,,77
1992266,E01006591,1,2018,41,,35,,41
1992267,E01006591,1,2018,44,,40,,44
1992268,E01006591,1,2018,67,,45,,67
1992269,E01006591,1,2018,44,,50,,44
1992270,E01006591,1,2018,39,,55,,39
1992271,E01006591,1,2018,43,,60,,43
1992272,E01006591,1,2018,30,,65,,30
1992273,E01006591,1,2018,28,,70,,28
1992274,E01006591,1,2018,17,,75,,17
1992275,E01006591,1,2018,7,,80,,7
1992276,E01006591,1,2018,13,,85,,13
1992277,E01006592,1,2018,31,"[0,10)",0,"[0,15)",31
1992278,E01006592,1,2018,41,"[0,10)",5,"[0,15)",41
1992279,E01006592,1,2018,40,"[10,15)",10,"[0,15)",40
1992280,E01006592,1,2018,18,"[15,20)",15,"[15,25]",18
1992281,E01006592,1,2018,37,"[20,25]",20,"[15,25]",37
1992282,E01006592,1,2018,62,"[20,25]",25,"[15,25]",62
1992283,E01006592,1,2018,43,,30,,43
1992284,E01006592,1,2018,35,,35,,35
1992285,E01006592,1,2018,39,,40,,39
1992286,E01006592,1,2018,50,,45,,50
1992287,E01006592,1,2018,52,,50,,52
1992288,E01006592,1,2018,39,,55,,39
1992289,E01006592,1,2018,60,,60,,60
1992290,E01006592,1,2018,45,,65,,45
1992291,E01006592,1,2018,47,,70,,47
1992292,E01006592,1,2018,21,,75,,21
1992293,E01006592,1,2018,21,,80,,21
1992294,E01006592,1,2018,29,,85,,29
1992295,E01006593,1,2018,68,"[0,10)",0,"[0,15)",68
1992296,E01006593,1,2018,33,"[0,10)",5,"[0,15)",33
1992297,E01006593,1,2018,29,"[10,15)",10,"[0,15)",29
1992298,E01006593,1,2018,38,"[15,20)",15,"[15,25]",38
1992299,E01006593,1,2018,110,"[20,25]",20,"[15,25]",110
1992300,E01006593,1,2018,86,"[20,25]",25,"[15,25]",86
1992301,E01006593,1,2018,83,,30,,83
1992302,E01006593,1,2018,77,,35,,77
1992303,E01006593,1,2018,51,,40,,51
1992304,E01006593,1,2018,47,,45,,47
1992305,E01006593,1,2018,38,,50,,38
1992306,E01006593,1,2018,31,,55,,31
1992307,E01006593,1,2018,15,,60,,15
1992308,E01006593,1,2018,32,,65,,32
1992309,E01006593,1,2018,19,,70,,19
1992310,E01006593,1,2018,5,,75,,5
1992311,E01006593,1,2018,11,,80,,11
1992312,E01006593,1,2018,3,,85,,3
1992313,E01006594,1,2018,48,"[0,10)",0,"[0,15)",48
1992314,E01006594,1,2018,43,"[0,10)",5,"[0,15)",43
1992315,E01006594,1,2018,22,"[10,15)",10,"[0,15)",22
1992316,E01006594,1,2018,37,"[15,20)",15,"[15,25]",37
1992317,E01006594,1,2018,25,"[20,25]",20,"[15,25]",25
1992318,E01006594,1,2018,26,"[20,25]",25,"[15,25]",26
1992319,E01006594,1,2018,17,,30,,17
1992320,E01006594,1,2018,35,,35,,35
1992321,E01006594,1,2018,39,,40,,39
1992322,E01006594,1,2018,43,,45,,43
1992323,E01006594,1,2018,48,,50,,48
1992324,E01006594,1,2018,50,,55,,50
1992325,E01006594,1,2018,52,,60,,52
1992326,E01006594,1,2018,59,,65,,59
1992327,E01006594,1,2018,61,,70,,61
1992328,E01006594,1,2018,33,,75,,33
1992329,E01006594,1,2018,28,,80,,28
1992330,E01006594,1,2018,12,,85,,12
1992331,E01006595,1,2018,56,"[0,10)",0,"[0,15)",56
1992332,E01006595,1,2018,56,"[0,10)",5,"[0,15)",56
1992333,E01006595,1,2018,32,"[10,15)",10,"[0,15)",32
1992334,E01006595,1,2018,24,"[15,20)",15,"[15,25]",24
1992335,E01006595,1,2018,38,"[20,25]",20,"[15,25]",38
1992336,E01006595,1,2018,84,"[20,25]",25,"[15,25]",84
1992337,E01006595,1,2018,71,,30,,71
1992338,E01006595,1,2018,68,,35,,68
1992339,E01006595,1,2018,33,,40,,33
1992340,E01006595,1,2018,60,,45,,60
1992341,E01006595,1,2018,52,,50,,52
1992342,E01006595,1,2018,50,,55,,50
1992343,E01006595,1,2018,48,,60,,48
1992344,E01006595,1,2018,39,,65,,39
1992345,E01006595,1,2018,38,,70,,38
1992346,E01006595,1,2018,30,,75,,30
1992347,E01006595,1,2018,20,,80,,20
1992348,E01006595,1,2018,10,,85,,10
1992349,E01006596,1,2018,41,"[0,10)",0,"[0,15)",41
1992350,E01006596,1,2018,67,"[0,10)",5,"[0,15)",67
1992351,E01006596,1,2018,44,"[10,15)",10,"[0,15)",44
1992352,E01006596,1,2018,35,"[15,20)",15,"[15,25]",35
1992353,E01006596,1,2018,29,"[20,25]",20,"[15,25]",29
1992354,E01006596,1,2018,47,"[20,25]",25,"[15,25]",47
1992355,E01006596,1,2018,42,,30,,42
1992356,E01006596,1,2018,63,,35,,63
1992357,E01006596,1,2018,43,,40,,43
1992358,E01006596,1,2018,49,,45,,49
1992359,E01006596,1,2018,47,,50,,47
1992360,E01006596,1,2018,51,,55,,51
1992361,E01006596,1,2018,58,,60,,58
1992362,E01006596,1,2018,50,,65,,50
1992363,E01006596,1,2018,47,,70,,47
1992364,E01006596,1,2018,18,,75,,18
1992365,E01006596,1,2018,12,,80,,12
1992366,E01006596,1,2018,23,,85,,23
1992367,E01006597,1,2018,61,"[0,10)",0,"[0,15)",61
1992368,E01006597,1,2018,41,"[0,10)",5,"[0,15)",41
1992369,E01006597,1,2018,53,"[10,15)",10,"[0,15)",53
1992370,E01006597,1,2018,40,"[15,20)",15,"[15,25]",40
1992371,E01006597,1,2018,28,"[20,25]",20,"[15,25]",28
1992372,E01006597,1,2018,43,"[20,25]",25,"[15,25]",43
1992373,E01006597,1,2018,49,,30,,49
1992374,E01006597,1,2018,57,,35,,57
1992375,E01006597,1,2018,47,,40,,47
1992376,E01006597,1,2018,58,,45,,58
1992377,E01006597,1,2018,47,,50,,47
1992378,E01006597,1,2018,61,,55,,61
1992379,E01006597,1,2018,48,,60,,48
1992380,E01006597,1,2018,54,,65,,54
1992381,E01006597,1,2018,45,,70,,45
1992382,E01006597,1,2018,16,,75,,16
1992383,E01006597,1,2018,20,,80,,20
1992384,E01006597,1,2018,34,,85,,34
1992385,E01006598,1,2018,82,"[0,10)",0,"[0,15)",82
1992386,E01006598,1,2018,50,"[0,10)",5,"[0,15)",50
1992387,E01006598,1,2018,67,"[10,15)",10,"[0,15)",67
1992388,E01006598,1,2018,57,"[15,20)",15,"[15,25]",57
1992389,E01006598,1,2018,44,"[20,25]",20,"[15,25]",44
1992390,E01006598,1,2018,57,"[20,25]",25,"[15,25]",57
1992391,E01006598,1,2018,29,,30,,29
1992392,E01006598,1,2018,48,,35,,48
1992393,E01006598,1,2018,33,,40,,33
1992394,E01006598,1,2018,42,,45,,42
1992395,E01006598,1,2018,48,,50,,48
1992396,E01006598,1,2018,41,,55,,41
1992397,E01006598,1,2018,35,,60,,35
1992398,E01006598,1,2018,33,,65,,33
1992399,E01006598,1,2018,20,,70,,20
1992400,E01006598,1,2018,16,,75,,16
1992401,E01006598,1,2018,9,,80,,9
1992402,E01006598,1,2018,11,,85,,11
1992403,E01006599,1,2018,114,"[0,10)",0,"[0,15)",114
1992404,E01006599,1,2018,115,"[0,10)",5,"[0,15)",115
1992405,E01006599,1,2018,48,"[10,15)",10,"[0,15)",48
1992406,E01006599,1,2018,57,"[15,20)",15,"[15,25]",57
1992407,E01006599,1,2018,37,"[20,25]",20,"[15,25]",37
1992408,E01006599,1,2018,65,"[20,25]",25,"[15,25]",65
1992409,E01006599,1,2018,63,,30,,63
1992410,E01006599,1,2018,51,,35,,51
1992411,E01006599,1,2018,27,,40,,27
1992412,E01006599,1,2018,42,,45,,42
1992413,E01006599,1,2018,39,,50,,39
1992414,E01006599,1,2018,28,,55,,28
1992415,E01006599,1,2018,35,,60,,35
1992416,E01006599,1,2018,13,,65,,13
1992417,E01006599,1,2018,25,,70,,25
1992418,E01006599,1,2018,3,,75,,3
1992419,E01006599,1,2018,14,,80,,14
1992420,E01006599,1,2018,6,,85,,6
1992421,E01006600,1,2018,55,"[0,10)",0,"[0,15)",55
1992422,E01006600,1,2018,53,"[0,10)",5,"[0,15)",53
1992423,E01006600,1,2018,42,"[10,15)",10,"[0,15)",42
1992424,E01006600,1,2018,39,"[15,20)",15,"[15,25]",39
1992425,E01006600,1,2018,22,"[20,25]",20,"[15,25]",22
1992426,E01006600,1,2018,42,"[20,25]",25,"[15,25]",42
1992427,E01006600,1,2018,33,,30,,33
1992428,E01006600,1,2018,44,,35,,44
1992429,E01006600,1,2018,36,,40,,36
1992430,E01006600,1,2018,25,,45,,25
1992431,E01006600,1,2018,41,,50,,41
1992432,E01006600,1,2018,57,,55,,57
1992433,E01006600,1,2018,45,,60,,45
1992434,E01006600,1,2018,34,,65,,34
1992435,E01006600,1,2018,21,,70,,21
1992436,E01006600,1,2018,20,,75,,20
1992437,E01006600,1,2018,17,,80,,17
1992438,E01006600,1,2018,8,,85,,8
1992439,E01006603,1,2018,59,"[0,10)",0,"[0,15)",59
1992440,E01006603,1,2018,37,"[0,10)",5,"[0,15)",37
1992441,E01006603,1,2018,42,"[10,15)",10,"[0,15)",42
1992442,E01006603,1,2018,42,"[15,20)",15,"[15,25]",42
1992443,E01006603,1,2018,32,"[20,25]",20,"[15,25]",32
1992444,E01006603,1,2018,45,"[20,25]",25,"[15,25]",45
1992445,E01006603,1,2018,44,,30,,44
1992446,E01006603,1,2018,38,,35,,38
1992447,E01006603,1,2018,20,,40,,20
1992448,E01006603,1,2018,34,,45,,34
1992449,E01006603,1,2018,47,,50,,47
1992450,E01006603,1,2018,39,,55,,39
1992451,E01006603,1,2018,31,,60,,31
1992452,E01006603,1,2018,38,,65,,38
1992453,E01006603,1,2018,19,,70,,19
1992454,E01006603,1,2018,17,,75,,17
1992455,E01006603,1,2018,19,,80,,19
1992456,E01006603,1,2018,19,,85,,19
1992457,E01006604,1,2018,47,"[0,10)",0,"[0,15)",47
1992458,E01006604,1,2018,41,"[0,10)",5,"[0,15)",41
1992459,E01006604,1,2018,31,"[10,15)",10,"[0,15)",31
1992460,E01006604,1,2018,42,"[15,20)",15,"[15,25]",42
1992461,E01006604,1,2018,33,"[20,25]",20,"[15,25]",33
1992462,E01006604,1,2018,57,"[20,25]",25,"[15,25]",57
1992463,E01006604,1,2018,34,,30,,34
1992464,E01006604,1,2018,35,,35,,35
1992465,E01006604,1,2018,31,,40,,31
1992466,E01006604,1,2018,40,,45,,40
1992467,E01006604,1,2018,49,,50,,49
1992468,E01006604,1,2018,50,,55,,50
1992469,E01006604,1,2018,56,,60,,56
1992470,E01006604,1,2018,22,,65,,22
1992471,E01006604,1,2018,17,,70,,17
1992472,E01006604,1,2018,14,,75,,14
1992473,E01006604,1,2018,17,,80,,17
1992474,E01006604,1,2018,6,,85,,6
1992475,E01006605,1,2018,45,"[0,10)",0,"[0,15)",45
1992476,E01006605,1,2018,33,"[0,10)",5,"[0,15)",33
1992477,E01006605,1,2018,54,"[10,15)",10,"[0,15)",54
1992478,E01006605,1,2018,49,"[15,20)",15,"[15,25]",49
1992479,E01006605,1,2018,38,"[20,25]",20,"[15,25]",38
1992480,E01006605,1,2018,58,"[20,25]",25,"[15,25]",58
1992481,E01006605,1,2018,69,,30,,69
1992482,E01006605,1,2018,53,,35,,53
1992483,E01006605,1,2018,36,,40,,36
1992484,E01006605,1,2018,39,,45,,39
1992485,E01006605,1,2018,36,,50,,36
1992486,E01006605,1,2018,69,,55,,69
1992487,E01006605,1,2018,58,,60,,58
1992488,E01006605,1,2018,35,,65,,35
1992489,E01006605,1,2018,23,,70,,23
1992490,E01006605,1,2018,15,,75,,15
1992491,E01006605,1,2018,14,,80,,14
1992492,E01006605,1,2018,17,,85,,17
1992493,E01006606,1,2018,44,"[0,10)",0,"[0,15)",44
1992494,E01006606,1,2018,51,"[0,10)",5,"[0,15)",51
1992495,E01006606,1,2018,32,"[10,15)",10,"[0,15)",32
1992496,E01006606,1,2018,32,"[15,20)",15,"[15,25]",32
1992497,E01006606,1,2018,30,"[20,25]",20,"[15,25]",30
1992498,E01006606,1,2018,42,"[20,25]",25,"[15,25]",42
1992499,E01006606,1,2018,77,,30,,77
1992500,E01006606,1,2018,37,,35,,37
1992501,E01006606,1,2018,44,,40,,44
1992502,E01006606,1,2018,46,,45,,46
1992503,E01006606,1,2018,59,,50,,59
1992504,E01006606,1,2018,75,,55,,75
1992505,E01006606,1,2018,39,,60,,39
1992506,E01006606,1,2018,40,,65,,40
1992507,E01006606,1,2018,29,,70,,29
1992508,E01006606,1,2018,19,,75,,19
1992509,E01006606,1,2018,18,,80,,18
1992510,E01006606,1,2018,12,,85,,12
1992511,E01006607,1,2018,51,"[0,10)",0,"[0,15)",51
1992512,E01006607,1,2018,44,"[0,10)",5,"[0,15)",44
1992513,E01006607,1,2018,61,"[10,15)",10,"[0,15)",61
1992514,E01006607,1,2018,43,"[15,20)",15,"[15,25]",43
1992515,E01006607,1,2018,57,"[20,25]",20,"[15,25]",57
1992516,E01006607,1,2018,50,"[20,25]",25,"[15,25]",50
1992517,E01006607,1,2018,35,,30,,35
1992518,E01006607,1,2018,39,,35,,39
1992519,E01006607,1,2018,31,,40,,31
1992520,E01006607,1,2018,30,,45,,30
1992521,E01006607,1,2018,44,,50,,44
1992522,E01006607,1,2018,44,,55,,44
1992523,E01006607,1,2018,35,,60,,35
1992524,E01006607,1,2018,44,,65,,44
1992525,E01006607,1,2018,32,,70,,32
1992526,E01006607,1,2018,12,,75,,12
1992527,E01006607,1,2018,26,,80,,26
1992528,E01006607,1,2018,16,,85,,16
1992529,E01006608,1,2018,31,"[0,10)",0,"[0,15)",31
1992530,E01006608,1,2018,42,"[0,10)",5,"[0,15)",42
1992531,E01006608,1,2018,31,"[10,15)",10,"[0,15)",31
1992532,E01006608,1,2018,36,"[15,20)",15,"[15,25]",36
1992533,E01006608,1,2018,25,"[20,25]",20,"[15,25]",25
1992534,E01006608,1,2018,51,"[20,25]",25,"[15,25]",51
1992535,E01006608,1,2018,42,,30,,42
1992536,E01006608,1,2018,36,,35,,36
1992537,E01006608,1,2018,39,,40,,39
1992538,E01006608,1,2018,39,,45,,39
1992539,E01006608,1,2018,60,,50,,60
1992540,E01006608,1,2018,37,,55,,37
1992541,E01006608,1,2018,26,,60,,26
1992542,E01006608,1,2018,40,,65,,40
1992543,E01006608,1,2018,19,,70,,19
1992544,E01006608,1,2018,18,,75,,18
1992545,E01006608,1,2018,3,,80,,3
1992546,E01006608,1,2018,8,,85,,8
1992547,E01006609,1,2018,29,"[0,10)",0,"[0,15)",29
1992548,E01006609,1,2018,32,"[0,10)",5,"[0,15)",32
1992549,E01006609,1,2018,38,"[10,15)",10,"[0,15)",38
1992550,E01006609,1,2018,48,"[15,20)",15,"[15,25]",48
1992551,E01006609,1,2018,27,"[20,25]",20,"[15,25]",27
1992552,E01006609,1,2018,67,"[20,25]",25,"[15,25]",67
1992553,E01006609,1,2018,65,,30,,65
1992554,E01006609,1,2018,45,,35,,45
1992555,E01006609,1,2018,37,,40,,37
1992556,E01006609,1,2018,37,,45,,37
1992557,E01006609,1,2018,41,,50,,41
1992558,E01006609,1,2018,27,,55,,27
1992559,E01006609,1,2018,48,,60,,48
1992560,E01006609,1,2018,30,,65,,30
1992561,E01006609,1,2018,25,,70,,25
1992562,E01006609,1,2018,12,,75,,12
1992563,E01006609,1,2018,20,,80,,20
1992564,E01006609,1,2018,9,,85,,9
1992565,E01006610,1,2018,53,"[0,10)",0,"[0,15)",53
1992566,E01006610,1,2018,68,"[0,10)",5,"[0,15)",68
1992567,E01006610,1,2018,53,"[10,15)",10,"[0,15)",53
1992568,E01006610,1,2018,51,"[15,20)",15,"[15,25]",51
1992569,E01006610,1,2018,31,"[20,25]",20,"[15,25]",31
1992570,E01006610,1,2018,52,"[20,25]",25,"[15,25]",52
1992571,E01006610,1,2018,55,,30,,55
1992572,E01006610,1,2018,42,,35,,42
1992573,E01006610,1,2018,35,,40,,35
1992574,E01006610,1,2018,37,,45,,37
1992575,E01006610,1,2018,41,,50,,41
1992576,E01006610,1,2018,54,,55,,54
1992577,E01006610,1,2018,35,,60,,35
1992578,E01006610,1,2018,44,,65,,44
1992579,E01006610,1,2018,33,,70,,33
1992580,E01006610,1,2018,17,,75,,17
1992581,E01006610,1,2018,13,,80,,13
1992582,E01006610,1,2018,17,,85,,17
1992583,E01006611,1,2018,68,"[0,10)",0,"[0,15)",68
1992584,E01006611,1,2018,52,"[0,10)",5,"[0,15)",52
1992585,E01006611,1,2018,23,"[10,15)",10,"[0,15)",23
1992586,E01006611,1,2018,26,"[15,20)",15,"[15,25]",26
1992587,E01006611,1,2018,29,"[20,25]",20,"[15,25]",29
1992588,E01006611,1,2018,64,"[20,25]",25,"[15,25]",64
1992589,E01006611,1,2018,66,,30,,66
1992590,E01006611,1,2018,48,,35,,48
1992591,E01006611,1,2018,22,,40,,22
1992592,E01006611,1,2018,29,,45,,29
1992593,E01006611,1,2018,65,,50,,65
1992594,E01006611,1,2018,54,,55,,54
1992595,E01006611,1,2018,25,,60,,25
1992596,E01006611,1,2018,17,,65,,17
1992597,E01006611,1,2018,20,,70,,20
1992598,E01006611,1,2018,15,,75,,15
1992599,E01006611,1,2018,9,,80,,9
1992600,E01006611,1,2018,3,,85,,3
1992601,E01006612,1,2018,64,"[0,10)",0,"[0,15)",64
