V1,lsoa11,sex,year,an_pop,age_group,age_cat,age_group2,an_pop2
114823,E01006545,2,2017,64,"[0,10)",0,"[0,15)",64
114824,E01006545,2,2017,59,"[0,10)",5,"[0,15)",59
114825,E01006545,2,2017,42,"[10,15)",10,"[0,15)",42
114826,E01006545,2,2017,42,"[15,20)",15,"[15,25]",42
114827,E01006545,2,2017,56,"[20,25]",20,"[15,25]",56
114828,E01006545,2,2017,78,"[20,25]",25,"[15,25]",78
114829,E01006545,2,2017,66,,30,,66
114830,E01006545,2,2017,44,,35,,44
114831,E01006545,2,2017,48,,40,,48
114832,E01006545,2,2017,42,,45,,42
114833,E01006545,2,2017,38,,50,,38
114834,E01006545,2,2017,43,,55,,43
114835,E01006545,2,2017,45,,60,,45
114836,E01006545,2,2017,24,,65,,24
114837,E01006545,2,2017,17,,70,,17
114838,E01006545,2,2017,36,,75,,36
114839,E01006545,2,2017,14,,80,,14
114840,E01006545,2,2017,14,,85,,14
114841,E01006546,2,2017,36,"[0,10)",0,"[0,15)",36
114842,E01006546,2,2017,39,"[0,10)",5,"[0,15)",39
114843,E01006546,2,2017,25,"[10,15)",10,"[0,15)",25
114844,E01006546,2,2017,34,"[15,20)",15,"[15,25]",34
114845,E01006546,2,2017,57,"[20,25]",20,"[15,25]",57
114846,E01006546,2,2017,68,"[20,25]",25,"[15,25]",68
114847,E01006546,2,2017,56,,30,,56
114848,E01006546,2,2017,34,,35,,34
114849,E01006546,2,2017,46,,40,,46
114850,E01006546,2,2017,38,,45,,38
114851,E01006546,2,2017,50,,50,,50
114852,E01006546,2,2017,37,,55,,37
114853,E01006546,2,2017,37,,60,,37
114854,E01006546,2,2017,33,,65,,33
114855,E01006546,2,2017,11,,70,,11
114856,E01006546,2,2017,13,,75,,13
114857,E01006546,2,2017,12,,80,,12
114858,E01006546,2,2017,7,,85,,7
114859,E01006547,2,2017,61,"[0,10)",0,"[0,15)",61
114860,E01006547,2,2017,57,"[0,10)",5,"[0,15)",57
114861,E01006547,2,2017,30,"[10,15)",10,"[0,15)",30
114862,E01006547,2,2017,54,"[15,20)",15,"[15,25]",54
114863,E01006547,2,2017,59,"[20,25]",20,"[15,25]",59
114864,E01006547,2,2017,69,"[20,25]",25,"[15,25]",69
114865,E01006547,2,2017,63,,30,,63
114866,E01006547,2,2017,44,,35,,44
114867,E01006547,2,2017,43,,40,,43
114868,E01006547,2,2017,31,,45,,31
114869,E01006547,2,2017,37,,50,,37
114870,E01006547,2,2017,46,,55,,46
114871,E01006547,2,2017,23,,60,,23
114872,E01006547,2,2017,26,,65,,26
114873,E01006547,2,2017,29,,70,,29
114874,E01006547,2,2017,30,,75,,30
114875,E01006547,2,2017,8,,80,,8
114876,E01006547,2,2017,7,,85,,7
114877,E01006548,2,2017,75,"[0,10)",0,"[0,15)",75
114878,E01006548,2,2017,52,"[0,10)",5,"[0,15)",52
114879,E01006548,2,2017,30,"[10,15)",10,"[0,15)",30
114880,E01006548,2,2017,41,"[15,20)",15,"[15,25]",41
114881,E01006548,2,2017,65,"[20,25]",20,"[15,25]",65
114882,E01006548,2,2017,70,"[20,25]",25,"[15,25]",70
114883,E01006548,2,2017,65,,30,,65
114884,E01006548,2,2017,59,,35,,59
114885,E01006548,2,2017,48,,40,,48
114886,E01006548,2,2017,51,,45,,51
114887,E01006548,2,2017,52,,50,,52
114888,E01006548,2,2017,30,,55,,30
114889,E01006548,2,2017,29,,60,,29
114890,E01006548,2,2017,29,,65,,29
114891,E01006548,2,2017,37,,70,,37
114892,E01006548,2,2017,36,,75,,36
114893,E01006548,2,2017,32,,80,,32
114894,E01006548,2,2017,23,,85,,23
114895,E01006549,2,2017,24,"[0,10)",0,"[0,15)",24
114896,E01006549,2,2017,29,"[0,10)",5,"[0,15)",29
114897,E01006549,2,2017,11,"[10,15)",10,"[0,15)",11
114898,E01006549,2,2017,25,"[15,20)",15,"[15,25]",25
114899,E01006549,2,2017,160,"[20,25]",20,"[15,25]",160
114900,E01006549,2,2017,128,"[20,25]",25,"[15,25]",128
114901,E01006549,2,2017,69,,30,,69
114902,E01006549,2,2017,59,,35,,59
114903,E01006549,2,2017,47,,40,,47
114904,E01006549,2,2017,27,,45,,27
114905,E01006549,2,2017,26,,50,,26
114906,E01006549,2,2017,26,,55,,26
114907,E01006549,2,2017,46,,60,,46
114908,E01006549,2,2017,25,,65,,25
114909,E01006549,2,2017,17,,70,,17
114910,E01006549,2,2017,9,,75,,9
114911,E01006549,2,2017,0,,80,,0
114912,E01006549,2,2017,20,,85,,20
114913,E01006550,2,2017,23,"[0,10)",0,"[0,15)",23
114914,E01006550,2,2017,8,"[0,10)",5,"[0,15)",8
114915,E01006550,2,2017,6,"[10,15)",10,"[0,15)",6
114916,E01006550,2,2017,51,"[15,20)",15,"[15,25]",51
114917,E01006550,2,2017,444,"[20,25]",20,"[15,25]",444
114918,E01006550,2,2017,56,"[20,25]",25,"[15,25]",56
114919,E01006550,2,2017,25,,30,,25
114920,E01006550,2,2017,20,,35,,20
114921,E01006550,2,2017,14,,40,,14
114922,E01006550,2,2017,15,,45,,15
114923,E01006550,2,2017,13,,50,,13
114924,E01006550,2,2017,18,,55,,18
114925,E01006550,2,2017,11,,60,,11
114926,E01006550,2,2017,14,,65,,14
114927,E01006550,2,2017,16,,70,,16
114928,E01006550,2,2017,7,,75,,7
114929,E01006550,2,2017,4,,80,,4
114930,E01006550,2,2017,10,,85,,10
114931,E01006551,2,2017,22,"[0,10)",0,"[0,15)",22
114932,E01006551,2,2017,17,"[0,10)",5,"[0,15)",17
114933,E01006551,2,2017,20,"[10,15)",10,"[0,15)",20
114934,E01006551,2,2017,123,"[15,20)",15,"[15,25]",123
114935,E01006551,2,2017,74,"[20,25]",20,"[15,25]",74
114936,E01006551,2,2017,44,"[20,25]",25,"[15,25]",44
114937,E01006551,2,2017,38,,30,,38
114938,E01006551,2,2017,26,,35,,26
114939,E01006551,2,2017,24,,40,,24
114940,E01006551,2,2017,46,,45,,46
114941,E01006551,2,2017,39,,50,,39
114942,E01006551,2,2017,41,,55,,41
114943,E01006551,2,2017,53,,60,,53
114944,E01006551,2,2017,38,,65,,38
114945,E01006551,2,2017,45,,70,,45
114946,E01006551,2,2017,42,,75,,42
114947,E01006551,2,2017,28,,80,,28
114948,E01006551,2,2017,39,,85,,39
114949,E01006552,2,2017,110,"[0,10)",0,"[0,15)",110
114950,E01006552,2,2017,112,"[0,10)",5,"[0,15)",112
114951,E01006552,2,2017,104,"[10,15)",10,"[0,15)",104
114952,E01006552,2,2017,38,"[15,20)",15,"[15,25]",38
114953,E01006552,2,2017,91,"[20,25]",20,"[15,25]",91
114954,E01006552,2,2017,138,"[20,25]",25,"[15,25]",138
114955,E01006552,2,2017,98,,30,,98
114956,E01006552,2,2017,77,,35,,77
114957,E01006552,2,2017,63,,40,,63
114958,E01006552,2,2017,49,,45,,49
114959,E01006552,2,2017,35,,50,,35
114960,E01006552,2,2017,34,,55,,34
114961,E01006552,2,2017,37,,60,,37
114962,E01006552,2,2017,14,,65,,14
114963,E01006552,2,2017,19,,70,,19
114964,E01006552,2,2017,17,,75,,17
114965,E01006552,2,2017,6,,80,,6
114966,E01006552,2,2017,3,,85,,3
114967,E01006553,2,2017,78,"[0,10)",0,"[0,15)",78
114968,E01006553,2,2017,33,"[0,10)",5,"[0,15)",33
114969,E01006553,2,2017,53,"[10,15)",10,"[0,15)",53
114970,E01006553,2,2017,72,"[15,20)",15,"[15,25]",72
114971,E01006553,2,2017,392,"[20,25]",20,"[15,25]",392
114972,E01006553,2,2017,90,"[20,25]",25,"[15,25]",90
114973,E01006553,2,2017,60,,30,,60
114974,E01006553,2,2017,66,,35,,66
114975,E01006553,2,2017,41,,40,,41
114976,E01006553,2,2017,39,,45,,39
114977,E01006553,2,2017,33,,50,,33
114978,E01006553,2,2017,18,,55,,18
114979,E01006553,2,2017,23,,60,,23
114980,E01006553,2,2017,20,,65,,20
114981,E01006553,2,2017,7,,70,,7
114982,E01006553,2,2017,5,,75,,5
114983,E01006553,2,2017,9,,80,,9
114984,E01006553,2,2017,5,,85,,5
114985,E01006554,2,2017,23,"[0,10)",0,"[0,15)",23
114986,E01006554,2,2017,29,"[0,10)",5,"[0,15)",29
114987,E01006554,2,2017,25,"[10,15)",10,"[0,15)",25
114988,E01006554,2,2017,61,"[15,20)",15,"[15,25]",61
114989,E01006554,2,2017,314,"[20,25]",20,"[15,25]",314
114990,E01006554,2,2017,95,"[20,25]",25,"[15,25]",95
114991,E01006554,2,2017,50,,30,,50
114992,E01006554,2,2017,40,,35,,40
114993,E01006554,2,2017,27,,40,,27
114994,E01006554,2,2017,35,,45,,35
114995,E01006554,2,2017,44,,50,,44
114996,E01006554,2,2017,29,,55,,29
114997,E01006554,2,2017,33,,60,,33
114998,E01006554,2,2017,27,,65,,27
114999,E01006554,2,2017,9,,70,,9
115000,E01006554,2,2017,7,,75,,7
115001,E01006554,2,2017,1,,80,,1
115002,E01006554,2,2017,5,,85,,5
115003,E01006556,2,2017,160,"[0,10)",0,"[0,15)",160
115004,E01006556,2,2017,91,"[0,10)",5,"[0,15)",91
115005,E01006556,2,2017,110,"[10,15)",10,"[0,15)",110
115006,E01006556,2,2017,63,"[15,20)",15,"[15,25]",63
115007,E01006556,2,2017,77,"[20,25]",20,"[15,25]",77
115008,E01006556,2,2017,124,"[20,25]",25,"[15,25]",124
115009,E01006556,2,2017,95,,30,,95
115010,E01006556,2,2017,79,,35,,79
115011,E01006556,2,2017,52,,40,,52
115012,E01006556,2,2017,62,,45,,62
115013,E01006556,2,2017,44,,50,,44
115014,E01006556,2,2017,66,,55,,66
115015,E01006556,2,2017,25,,60,,25
115016,E01006556,2,2017,28,,65,,28
115017,E01006556,2,2017,18,,70,,18
115018,E01006556,2,2017,18,,75,,18
115019,E01006556,2,2017,14,,80,,14
115020,E01006556,2,2017,22,,85,,22
115021,E01006557,2,2017,29,"[0,10)",0,"[0,15)",29
115022,E01006557,2,2017,18,"[0,10)",5,"[0,15)",18
115023,E01006557,2,2017,27,"[10,15)",10,"[0,15)",27
115024,E01006557,2,2017,62,"[15,20)",15,"[15,25]",62
115025,E01006557,2,2017,787,"[20,25]",20,"[15,25]",787
115026,E01006557,2,2017,86,"[20,25]",25,"[15,25]",86
115027,E01006557,2,2017,38,,30,,38
115028,E01006557,2,2017,41,,35,,41
115029,E01006557,2,2017,41,,40,,41
115030,E01006557,2,2017,31,,45,,31
115031,E01006557,2,2017,13,,50,,13
115032,E01006557,2,2017,25,,55,,25
115033,E01006557,2,2017,20,,60,,20
115034,E01006557,2,2017,25,,65,,25
115035,E01006557,2,2017,12,,70,,12
115036,E01006557,2,2017,7,,75,,7
115037,E01006557,2,2017,11,,80,,11
115038,E01006557,2,2017,3,,85,,3
115039,E01006558,2,2017,26,"[0,10)",0,"[0,15)",26
115040,E01006558,2,2017,32,"[0,10)",5,"[0,15)",32
115041,E01006558,2,2017,21,"[10,15)",10,"[0,15)",21
115042,E01006558,2,2017,45,"[15,20)",15,"[15,25]",45
115043,E01006558,2,2017,37,"[20,25]",20,"[15,25]",37
115044,E01006558,2,2017,54,"[20,25]",25,"[15,25]",54
115045,E01006558,2,2017,34,,30,,34
115046,E01006558,2,2017,22,,35,,22
115047,E01006558,2,2017,32,,40,,32
115048,E01006558,2,2017,38,,45,,38
115049,E01006558,2,2017,39,,50,,39
115050,E01006558,2,2017,33,,55,,33
115051,E01006558,2,2017,39,,60,,39
115052,E01006558,2,2017,40,,65,,40
115053,E01006558,2,2017,23,,70,,23
115054,E01006558,2,2017,16,,75,,16
115055,E01006558,2,2017,15,,80,,15
115056,E01006558,2,2017,5,,85,,5
115057,E01006560,2,2017,76,"[0,10)",0,"[0,15)",76
115058,E01006560,2,2017,35,"[0,10)",5,"[0,15)",35
115059,E01006560,2,2017,29,"[10,15)",10,"[0,15)",29
115060,E01006560,2,2017,63,"[15,20)",15,"[15,25]",63
115061,E01006560,2,2017,51,"[20,25]",20,"[15,25]",51
115062,E01006560,2,2017,73,"[20,25]",25,"[15,25]",73
115063,E01006560,2,2017,55,,30,,55
115064,E01006560,2,2017,58,,35,,58
115065,E01006560,2,2017,51,,40,,51
115066,E01006560,2,2017,54,,45,,54
115067,E01006560,2,2017,57,,50,,57
115068,E01006560,2,2017,61,,55,,61
115069,E01006560,2,2017,52,,60,,52
115070,E01006560,2,2017,61,,65,,61
115071,E01006560,2,2017,39,,70,,39
115072,E01006560,2,2017,33,,75,,33
115073,E01006560,2,2017,26,,80,,26
115074,E01006560,2,2017,24,,85,,24
115075,E01006562,2,2017,58,"[0,10)",0,"[0,15)",58
115076,E01006562,2,2017,56,"[0,10)",5,"[0,15)",56
115077,E01006562,2,2017,39,"[10,15)",10,"[0,15)",39
115078,E01006562,2,2017,46,"[15,20)",15,"[15,25]",46
115079,E01006562,2,2017,37,"[20,25]",20,"[15,25]",37
115080,E01006562,2,2017,92,"[20,25]",25,"[15,25]",92
115081,E01006562,2,2017,74,,30,,74
115082,E01006562,2,2017,45,,35,,45
115083,E01006562,2,2017,32,,40,,32
115084,E01006562,2,2017,48,,45,,48
115085,E01006562,2,2017,46,,50,,46
115086,E01006562,2,2017,57,,55,,57
115087,E01006562,2,2017,48,,60,,48
115088,E01006562,2,2017,43,,65,,43
115089,E01006562,2,2017,20,,70,,20
115090,E01006562,2,2017,12,,75,,12
115091,E01006562,2,2017,11,,80,,11
115092,E01006562,2,2017,12,,85,,12
115093,E01006563,2,2017,52,"[0,10)",0,"[0,15)",52
115094,E01006563,2,2017,44,"[0,10)",5,"[0,15)",44
115095,E01006563,2,2017,46,"[10,15)",10,"[0,15)",46
115096,E01006563,2,2017,49,"[15,20)",15,"[15,25]",49
115097,E01006563,2,2017,33,"[20,25]",20,"[15,25]",33
115098,E01006563,2,2017,60,"[20,25]",25,"[15,25]",60
115099,E01006563,2,2017,48,,30,,48
115100,E01006563,2,2017,61,,35,,61
115101,E01006563,2,2017,49,,40,,49
115102,E01006563,2,2017,55,,45,,55
115103,E01006563,2,2017,44,,50,,44
115104,E01006563,2,2017,52,,55,,52
115105,E01006563,2,2017,65,,60,,65
115106,E01006563,2,2017,50,,65,,50
115107,E01006563,2,2017,59,,70,,59
115108,E01006563,2,2017,39,,75,,39
115109,E01006563,2,2017,20,,80,,20
115110,E01006563,2,2017,23,,85,,23
115111,E01006564,2,2017,37,"[0,10)",0,"[0,15)",37
115112,E01006564,2,2017,25,"[0,10)",5,"[0,15)",25
115113,E01006564,2,2017,39,"[10,15)",10,"[0,15)",39
115114,E01006564,2,2017,34,"[15,20)",15,"[15,25]",34
115115,E01006564,2,2017,34,"[20,25]",20,"[15,25]",34
115116,E01006564,2,2017,43,"[20,25]",25,"[15,25]",43
115117,E01006564,2,2017,76,,30,,76
115118,E01006564,2,2017,36,,35,,36
115119,E01006564,2,2017,29,,40,,29
115120,E01006564,2,2017,76,,45,,76
115121,E01006564,2,2017,56,,50,,56
115122,E01006564,2,2017,44,,55,,44
115123,E01006564,2,2017,66,,60,,66
115124,E01006564,2,2017,72,,65,,72
115125,E01006564,2,2017,63,,70,,63
115126,E01006564,2,2017,42,,75,,42
115127,E01006564,2,2017,30,,80,,30
115128,E01006564,2,2017,11,,85,,11
115129,E01006565,2,2017,34,"[0,10)",0,"[0,15)",34
115130,E01006565,2,2017,35,"[0,10)",5,"[0,15)",35
115131,E01006565,2,2017,44,"[10,15)",10,"[0,15)",44
115132,E01006565,2,2017,48,"[15,20)",15,"[15,25]",48
115133,E01006565,2,2017,28,"[20,25]",20,"[15,25]",28
115134,E01006565,2,2017,48,"[20,25]",25,"[15,25]",48
115135,E01006565,2,2017,53,,30,,53
115136,E01006565,2,2017,37,,35,,37
115137,E01006565,2,2017,48,,40,,48
115138,E01006565,2,2017,57,,45,,57
115139,E01006565,2,2017,56,,50,,56
115140,E01006565,2,2017,65,,55,,65
115141,E01006565,2,2017,49,,60,,49
115142,E01006565,2,2017,44,,65,,44
115143,E01006565,2,2017,46,,70,,46
115144,E01006565,2,2017,21,,75,,21
115145,E01006565,2,2017,28,,80,,28
115146,E01006565,2,2017,27,,85,,27
115147,E01006566,2,2017,28,"[0,10)",0,"[0,15)",28
115148,E01006566,2,2017,36,"[0,10)",5,"[0,15)",36
115149,E01006566,2,2017,36,"[10,15)",10,"[0,15)",36
115150,E01006566,2,2017,43,"[15,20)",15,"[15,25]",43
115151,E01006566,2,2017,28,"[20,25]",20,"[15,25]",28
115152,E01006566,2,2017,43,"[20,25]",25,"[15,25]",43
115153,E01006566,2,2017,32,,30,,32
115154,E01006566,2,2017,43,,35,,43
115155,E01006566,2,2017,32,,40,,32
115156,E01006566,2,2017,53,,45,,53
115157,E01006566,2,2017,68,,50,,68
115158,E01006566,2,2017,52,,55,,52
115159,E01006566,2,2017,53,,60,,53
115160,E01006566,2,2017,36,,65,,36
115161,E01006566,2,2017,31,,70,,31
115162,E01006566,2,2017,19,,75,,19
115163,E01006566,2,2017,28,,80,,28
115164,E01006566,2,2017,40,,85,,40
115165,E01006567,2,2017,22,"[0,10)",0,"[0,15)",22
115166,E01006567,2,2017,29,"[0,10)",5,"[0,15)",29
115167,E01006567,2,2017,35,"[10,15)",10,"[0,15)",35
115168,E01006567,2,2017,21,"[15,20)",15,"[15,25]",21
115169,E01006567,2,2017,40,"[20,25]",20,"[15,25]",40
115170,E01006567,2,2017,64,"[20,25]",25,"[15,25]",64
115171,E01006567,2,2017,50,,30,,50
115172,E01006567,2,2017,49,,35,,49
115173,E01006567,2,2017,32,,40,,32
115174,E01006567,2,2017,59,,45,,59
115175,E01006567,2,2017,44,,50,,44
115176,E01006567,2,2017,57,,55,,57
115177,E01006567,2,2017,46,,60,,46
115178,E01006567,2,2017,41,,65,,41
115179,E01006567,2,2017,45,,70,,45
115180,E01006567,2,2017,37,,75,,37
115181,E01006567,2,2017,36,,80,,36
115182,E01006567,2,2017,44,,85,,44
115183,E01006568,2,2017,25,"[0,10)",0,"[0,15)",25
115184,E01006568,2,2017,42,"[0,10)",5,"[0,15)",42
115185,E01006568,2,2017,47,"[10,15)",10,"[0,15)",47
115186,E01006568,2,2017,28,"[15,20)",15,"[15,25]",28
115187,E01006568,2,2017,39,"[20,25]",20,"[15,25]",39
115188,E01006568,2,2017,44,"[20,25]",25,"[15,25]",44
115189,E01006568,2,2017,32,,30,,32
115190,E01006568,2,2017,51,,35,,51
115191,E01006568,2,2017,54,,40,,54
115192,E01006568,2,2017,54,,45,,54
115193,E01006568,2,2017,50,,50,,50
115194,E01006568,2,2017,62,,55,,62
115195,E01006568,2,2017,73,,60,,73
115196,E01006568,2,2017,36,,65,,36
115197,E01006568,2,2017,35,,70,,35
115198,E01006568,2,2017,28,,75,,28
115199,E01006568,2,2017,26,,80,,26
115200,E01006568,2,2017,56,,85,,56
115201,E01006569,2,2017,27,"[0,10)",0,"[0,15)",27
115202,E01006569,2,2017,35,"[0,10)",5,"[0,15)",35
115203,E01006569,2,2017,37,"[10,15)",10,"[0,15)",37
115204,E01006569,2,2017,50,"[15,20)",15,"[15,25]",50
115205,E01006569,2,2017,37,"[20,25]",20,"[15,25]",37
115206,E01006569,2,2017,52,"[20,25]",25,"[15,25]",52
115207,E01006569,2,2017,37,,30,,37
115208,E01006569,2,2017,39,,35,,39
115209,E01006569,2,2017,34,,40,,34
115210,E01006569,2,2017,53,,45,,53
115211,E01006569,2,2017,47,,50,,47
115212,E01006569,2,2017,58,,55,,58
115213,E01006569,2,2017,58,,60,,58
115214,E01006569,2,2017,39,,65,,39
115215,E01006569,2,2017,43,,70,,43
115216,E01006569,2,2017,30,,75,,30
115217,E01006569,2,2017,47,,80,,47
115218,E01006569,2,2017,25,,85,,25
115219,E01006570,2,2017,45,"[0,10)",0,"[0,15)",45
115220,E01006570,2,2017,21,"[0,10)",5,"[0,15)",21
115221,E01006570,2,2017,39,"[10,15)",10,"[0,15)",39
115222,E01006570,2,2017,42,"[15,20)",15,"[15,25]",42
115223,E01006570,2,2017,33,"[20,25]",20,"[15,25]",33
115224,E01006570,2,2017,54,"[20,25]",25,"[15,25]",54
115225,E01006570,2,2017,39,,30,,39
115226,E01006570,2,2017,33,,35,,33
115227,E01006570,2,2017,46,,40,,46
115228,E01006570,2,2017,52,,45,,52
115229,E01006570,2,2017,54,,50,,54
115230,E01006570,2,2017,53,,55,,53
115231,E01006570,2,2017,51,,60,,51
115232,E01006570,2,2017,37,,65,,37
115233,E01006570,2,2017,35,,70,,35
115234,E01006570,2,2017,12,,75,,12
115235,E01006570,2,2017,26,,80,,26
115236,E01006570,2,2017,16,,85,,16
115237,E01006571,2,2017,33,"[0,10)",0,"[0,15)",33
115238,E01006571,2,2017,38,"[0,10)",5,"[0,15)",38
115239,E01006571,2,2017,22,"[10,15)",10,"[0,15)",22
115240,E01006571,2,2017,52,"[15,20)",15,"[15,25]",52
115241,E01006571,2,2017,32,"[20,25]",20,"[15,25]",32
115242,E01006571,2,2017,62,"[20,25]",25,"[15,25]",62
115243,E01006571,2,2017,62,,30,,62
115244,E01006571,2,2017,38,,35,,38
115245,E01006571,2,2017,49,,40,,49
115246,E01006571,2,2017,41,,45,,41
115247,E01006571,2,2017,63,,50,,63
115248,E01006571,2,2017,76,,55,,76
115249,E01006571,2,2017,64,,60,,64
115250,E01006571,2,2017,41,,65,,41
115251,E01006571,2,2017,31,,70,,31
115252,E01006571,2,2017,30,,75,,30
115253,E01006571,2,2017,44,,80,,44
115254,E01006571,2,2017,36,,85,,36
115255,E01006572,2,2017,48,"[0,10)",0,"[0,15)",48
115256,E01006572,2,2017,45,"[0,10)",5,"[0,15)",45
115257,E01006572,2,2017,44,"[10,15)",10,"[0,15)",44
115258,E01006572,2,2017,40,"[15,20)",15,"[15,25]",40
115259,E01006572,2,2017,24,"[20,25]",20,"[15,25]",24
115260,E01006572,2,2017,64,"[20,25]",25,"[15,25]",64
115261,E01006572,2,2017,42,,30,,42
115262,E01006572,2,2017,48,,35,,48
115263,E01006572,2,2017,37,,40,,37
115264,E01006572,2,2017,41,,45,,41
115265,E01006572,2,2017,43,,50,,43
115266,E01006572,2,2017,66,,55,,66
115267,E01006572,2,2017,32,,60,,32
115268,E01006572,2,2017,32,,65,,32
115269,E01006572,2,2017,32,,70,,32
115270,E01006572,2,2017,14,,75,,14
115271,E01006572,2,2017,17,,80,,17
115272,E01006572,2,2017,8,,85,,8
115273,E01006573,2,2017,32,"[0,10)",0,"[0,15)",32
115274,E01006573,2,2017,40,"[0,10)",5,"[0,15)",40
115275,E01006573,2,2017,28,"[10,15)",10,"[0,15)",28
115276,E01006573,2,2017,23,"[15,20)",15,"[15,25]",23
115277,E01006573,2,2017,31,"[20,25]",20,"[15,25]",31
115278,E01006573,2,2017,52,"[20,25]",25,"[15,25]",52
115279,E01006573,2,2017,29,,30,,29
115280,E01006573,2,2017,55,,35,,55
115281,E01006573,2,2017,50,,40,,50
115282,E01006573,2,2017,53,,45,,53
115283,E01006573,2,2017,39,,50,,39
115284,E01006573,2,2017,52,,55,,52
115285,E01006573,2,2017,51,,60,,51
115286,E01006573,2,2017,39,,65,,39
115287,E01006573,2,2017,33,,70,,33
115288,E01006573,2,2017,24,,75,,24
115289,E01006573,2,2017,37,,80,,37
115290,E01006573,2,2017,29,,85,,29
115291,E01006574,2,2017,49,"[0,10)",0,"[0,15)",49
115292,E01006574,2,2017,34,"[0,10)",5,"[0,15)",34
115293,E01006574,2,2017,39,"[10,15)",10,"[0,15)",39
115294,E01006574,2,2017,36,"[15,20)",15,"[15,25]",36
115295,E01006574,2,2017,39,"[20,25]",20,"[15,25]",39
115296,E01006574,2,2017,54,"[20,25]",25,"[15,25]",54
115297,E01006574,2,2017,32,,30,,32
115298,E01006574,2,2017,46,,35,,46
115299,E01006574,2,2017,35,,40,,35
115300,E01006574,2,2017,46,,45,,46
115301,E01006574,2,2017,44,,50,,44
115302,E01006574,2,2017,47,,55,,47
115303,E01006574,2,2017,38,,60,,38
115304,E01006574,2,2017,32,,65,,32
115305,E01006574,2,2017,23,,70,,23
115306,E01006574,2,2017,21,,75,,21
115307,E01006574,2,2017,21,,80,,21
115308,E01006574,2,2017,24,,85,,24
115309,E01006575,2,2017,43,"[0,10)",0,"[0,15)",43
115310,E01006575,2,2017,42,"[0,10)",5,"[0,15)",42
115311,E01006575,2,2017,34,"[10,15)",10,"[0,15)",34
115312,E01006575,2,2017,31,"[15,20)",15,"[15,25]",31
115313,E01006575,2,2017,32,"[20,25]",20,"[15,25]",32
115314,E01006575,2,2017,66,"[20,25]",25,"[15,25]",66
115315,E01006575,2,2017,51,,30,,51
115316,E01006575,2,2017,34,,35,,34
115317,E01006575,2,2017,51,,40,,51
115318,E01006575,2,2017,52,,45,,52
115319,E01006575,2,2017,55,,50,,55
115320,E01006575,2,2017,47,,55,,47
115321,E01006575,2,2017,42,,60,,42
115322,E01006575,2,2017,27,,65,,27
115323,E01006575,2,2017,43,,70,,43
115324,E01006575,2,2017,24,,75,,24
115325,E01006575,2,2017,34,,80,,34
115326,E01006575,2,2017,16,,85,,16
115327,E01006576,2,2017,57,"[0,10)",0,"[0,15)",57
115328,E01006576,2,2017,45,"[0,10)",5,"[0,15)",45
115329,E01006576,2,2017,39,"[10,15)",10,"[0,15)",39
115330,E01006576,2,2017,44,"[15,20)",15,"[15,25]",44
115331,E01006576,2,2017,39,"[20,25]",20,"[15,25]",39
115332,E01006576,2,2017,63,"[20,25]",25,"[15,25]",63
115333,E01006576,2,2017,75,,30,,75
115334,E01006576,2,2017,74,,35,,74
115335,E01006576,2,2017,47,,40,,47
115336,E01006576,2,2017,59,,45,,59
115337,E01006576,2,2017,66,,50,,66
115338,E01006576,2,2017,75,,55,,75
115339,E01006576,2,2017,56,,60,,56
115340,E01006576,2,2017,48,,65,,48
115341,E01006576,2,2017,38,,70,,38
115342,E01006576,2,2017,27,,75,,27
115343,E01006576,2,2017,35,,80,,35
115344,E01006576,2,2017,24,,85,,24
115345,E01006577,2,2017,47,"[0,10)",0,"[0,15)",47
